farm_id,farmer_name,district,state,latitude,longitude,crop_type,farm_area,soil_health,soil_moisture,temperature,precipitation,humidity,drought_index,flood_risk,pest_risk,historical_yield,expected_yield,yield_variation,season,irrigation_status,weather_volatility,crop_price,previous_loss,climate_resilience,risk_score,crop_failure
FARM-790,Meena Mondal,Khammam,Telangana,17.1647,79.9515,Cotton,1.25,64.3,24.9,26.2,53.4,61.9,0.403,0.239,0.74,2.54,2.72,0.613,Kharif,None,0.675,6578.0,0.212,0.419,0.918,1
FARM-791,Sunil Das,Nagpur,Maharashtra,20.911,78.8991,Pulses,1.05,44.4,31.1,26.6,110.9,57.6,0.556,0.14,0.612,1.61,1.73,0.731,Rabi,None,0.589,6405.0,0.394,0.347,0.9463,1
FARM-792,Lakshmi Kumar,Madurai,Tamil Nadu,9.9674,78.032,Rice,5.52,60.6,22.5,28.8,50.0,60.9,0.38,0.255,0.385,3.77,3.82,0.151,Kharif,Partial,0.215,2276.0,0.2,0.546,0.195,1
FARM-793,Sukhwinder Choudhary,Bhopal,Madhya Pradesh,23.2299,77.3311,Maize,3.7,56.6,13.3,22.7,53.7,59.3,0.363,0.234,0.342,3.37,3.66,0.318,Kharif,None,0.306,2053.0,0.306,0.305,0.3811,0
FARM-794,Kamla Singh,Thanjavur,Tamil Nadu,10.7799,79.0565,Pulses,2.68,50.4,49.7,27.6,154.3,54.7,0.531,0.226,0.378,1.38,1.37,0.237,Rabi,Good,0.415,7105.0,0.179,0.652,0.0989,0
FARM-795,Prakash Rathore,Solapur,Maharashtra,17.6353,75.8063,Rice,0.93,65.7,44.1,28.8,149.0,56.2,0.677,0.279,0.388,3.59,3.68,0.473,Kharif,Good,0.488,2205.0,0.53,0.614,0.3553,1
FARM-796,Bhagwan Patel,Jaipur,Rajasthan,26.9768,76.0584,Pulses,2.99,30.7,16.3,30.7,27.7,29.8,0.67,0.112,0.375,0.49,0.47,0.328,Rabi,None,0.6,6162.0,0.306,0.353,0.951,1
FARM-797,Lakshmi Naidu,Darbhanga,Bihar,26.1427,86.0623,Rice,2.97,57.3,36.2,26.3,128.4,60.5,0.483,0.554,0.179,3.58,3.78,0.231,Kharif,Partial,0.295,2347.0,0.392,0.463,0.2674,1
FARM-798,Kavita Patil,Kurnool,Andhra Pradesh,15.7017,78.0828,Rice,3.42,56.5,22.4,25.8,102.2,76.3,0.242,0.375,0.791,3.44,3.65,0.349,Kharif,None,0.593,2040.0,0.417,0.305,0.9007,1
FARM-799,Suresh Reddy,Belagavi,Karnataka,15.7476,74.6666,Maize,1.35,74.9,26.1,27.3,95.1,61.2,0.21,0.269,0.48,3.94,4.15,0.135,Kharif,None,0.266,2229.0,0.271,0.436,0.01,0
FARM-800,Manoj Pillai,Belagavi,Karnataka,15.782,74.449,Maize,2.83,54.4,30.6,23.3,158.4,61.0,0.558,0.09,0.482,3.83,3.99,0.425,Kharif,None,0.446,2134.0,0.453,0.278,0.6963,0
FARM-801,Radha Patel,Gaya,Bihar,24.9791,84.9346,Wheat,2.9,61.2,35.9,26.7,107.0,73.2,0.453,0.435,0.435,4.34,3.96,0.142,Rabi,Good,0.117,2261.0,0.263,0.683,0.0911,0
FARM-802,Harpreet Rathore,Bhavnagar,Gujarat,21.9527,72.1469,Pulses,2.48,68.5,16.9,29.8,67.1,63.7,0.572,0.296,0.418,0.91,0.88,0.161,Rabi,None,0.313,6532.0,0.184,0.337,0.3869,1
FARM-803,Prakash Verma,Mysuru,Karnataka,12.3914,76.5691,Sugarcane,3.7,73.9,20.4,26.1,82.9,45.5,0.227,0.281,0.475,82.21,90.1,0.393,Annual,None,0.318,347.0,0.127,0.452,0.3981,0
FARM-804,Dinesh Choudhary,Latur,Maharashtra,18.4922,76.471,Cotton,7.54,51.1,38.6,30.4,49.7,48.2,0.271,0.292,0.411,1.26,1.23,0.208,Kharif,Partial,0.362,6001.0,0.213,0.461,0.1476,0
FARM-805,Ramesh Meena,Sri Ganganagar,Rajasthan,30.1192,74.1685,Wheat,0.88,33.3,25.2,32.4,25.6,48.7,0.933,0.287,0.08,4.12,4.49,0.357,Rabi,Good,0.621,2294.0,0.256,0.423,0.8038,1
FARM-806,Laxman Deshmukh,Darbhanga,Bihar,25.9281,85.6034,Wheat,11.17,48.1,47.4,28.3,67.2,82.5,0.484,0.496,0.377,4.29,4.37,0.681,Rabi,Good,0.472,2162.0,0.534,0.633,0.488,0
FARM-807,Ramesh Naidu,Solapur,Maharashtra,17.3696,75.9418,Pulses,7.63,68.2,25.5,25.5,133.7,55.2,0.398,0.451,0.529,0.94,1.0,0.64,Rabi,None,0.255,6774.0,0.706,0.51,0.5708,1
FARM-808,Anita Mondal,Mandya,Karnataka,12.2886,76.8226,Pulses,6.64,67.6,32.0,29.7,33.6,78.6,0.348,0.452,0.649,0.84,0.89,0.557,Rabi,Good,0.393,6405.0,0.157,0.665,0.1716,0
FARM-809,Rajinder Verma,Ujjain,Madhya Pradesh,23.4211,75.9001,Pulses,2.98,46.2,21.0,26.3,65.4,60.0,0.35,0.398,0.257,1.17,1.16,0.199,Rabi,None,0.361,6480.0,0.212,0.321,0.3641,0
FARM-810,Lakshmi Murugan,Hisar,Haryana,29.3928,75.8957,Mustard,3.73,89.7,27.0,21.6,50.4,55.9,0.505,0.207,0.396,1.3,1.36,0.259,Rabi,Good,0.418,5947.0,0.519,0.74,0.1334,0
FARM-811,Ganesh Das,Gaya,Bihar,24.941,85.0701,Wheat,1.33,56.2,41.2,27.8,26.4,75.5,0.075,0.549,0.358,4.29,4.07,0.458,Rabi,Good,0.503,2186.0,0.099,0.552,0.2403,0
FARM-812,Sunil Patil,Jaipur,Rajasthan,27.1139,76.0052,Maize,1.54,57.4,13.6,29.5,20.9,40.7,0.294,0.155,0.378,3.41,3.31,0.34,Kharif,None,0.38,2073.0,0.326,0.337,0.6745,1
FARM-813,Vijay Ghosh,Bhavnagar,Gujarat,21.6066,72.046,Cotton,3.46,65.2,40.3,27.3,89.4,52.7,0.535,0.12,0.581,2.2,2.35,0.339,Kharif,Good,0.245,6306.0,0.35,0.783,0.0715,0
FARM-814,Bhagwan Mondal,Varanasi,Uttar Pradesh,25.1059,82.8189,Rice,3.56,62.2,29.5,27.2,54.5,64.4,0.115,0.245,0.422,3.42,3.4,0.31,Kharif,None,0.231,2298.0,0.206,0.507,0.2649,0
FARM-815,Rajinder Kumar,Dharwad,Karnataka,15.2903,75.1012,Maize,1.44,45.8,42.7,29.2,172.9,59.1,0.528,0.258,0.234,1.82,1.92,0.664,Kharif,None,0.619,2113.0,0.431,0.246,0.8216,0
FARM-816,Prakash Kumar,Ujjain,Madhya Pradesh,23.4957,75.9265,Mustard,0.94,58.8,25.4,22.9,49.1,46.8,0.145,0.356,0.223,1.7,1.93,0.317,Rabi,None,0.165,5284.0,0.348,0.394,0.101,0
FARM-817,Radha Kumar,Jodhpur,Rajasthan,26.7337,73.1549,Cotton,5.63,50.8,20.3,28.1,26.6,30.2,0.387,0.074,0.702,2.39,2.41,0.703,Kharif,None,0.695,7200.0,0.162,0.405,0.9129,1
FARM-818,Radha Deshmukh,Raichur,Karnataka,16.156,76.9241,Maize,1.82,56.7,23.2,26.0,65.0,75.3,0.445,0.257,0.384,2.13,2.12,0.36,Kharif,Good,0.324,2117.0,0.266,0.655,0.1019,0
FARM-819,Gurpreet Chauhan,Thanjavur,Tamil Nadu,10.632,78.952,Maize,5.12,49.7,36.6,27.0,81.6,67.5,0.559,0.281,0.587,2.15,2.17,0.699,Kharif,Good,0.16,2111.0,0.191,0.591,0.356,1
FARM-820,Ganesh Naidu,Nizamabad,Telangana,18.8382,78.1766,Pulses,0.66,59.6,17.8,25.2,44.2,59.8,0.681,0.166,0.444,0.82,0.86,0.357,Rabi,None,0.427,6151.0,0.356,0.458,0.6965,1
FARM-821,Pushpa Das,Sirsa,Haryana,29.6887,74.8893,Rice,1.28,68.2,20.6,25.4,67.4,79.6,0.14,0.123,0.443,5.68,5.95,0.453,Kharif,None,0.488,2333.0,0.221,0.297,0.6931,1
FARM-822,Prakash Pillai,Muzaffarpur,Bihar,25.9925,85.2909,Rice,1.9,69.3,45.7,27.9,124.4,74.4,0.384,0.351,0.609,3.15,3.4,0.607,Kharif,Good,0.548,2252.0,0.224,0.679,0.3113,1
FARM-823,Kishan Rao,Jaipur,Rajasthan,26.7518,75.5761,Wheat,3.09,50.9,11.4,27.2,30.1,34.0,0.737,0.108,0.02,4.16,4.31,0.313,Rabi,None,0.426,2393.0,0.237,0.352,0.7409,1
FARM-824,Ramesh Pillai,Gaya,Bihar,24.9232,84.848,Pulses,2.82,79.0,46.9,28.1,89.9,82.2,0.243,0.632,0.666,1.27,1.26,0.609,Rabi,Good,0.596,7199.0,0.42,0.665,0.3953,1
FARM-825,Shanti Deshmukh,Rohtak,Haryana,28.9143,76.4493,Cotton,1.04,76.7,17.4,24.7,23.5,51.8,0.279,0.222,0.56,2.3,2.29,0.255,Kharif,None,0.185,7305.0,0.26,0.48,0.2517,0
FARM-826,Manoj Meena,Kurnool,Andhra Pradesh,15.949,77.9176,Rice,5.49,45.4,38.2,25.0,16.1,73.3,0.336,0.203,0.455,4.0,3.96,0.472,Kharif,Good,0.182,2267.0,0.187,0.635,0.2032,1
FARM-827,Sunita Rathore,Nizamabad,Telangana,18.5252,78.0768,Rice,3.61,57.8,12.9,28.5,65.8,78.0,0.627,0.224,0.468,4.7,5.01,0.47,Kharif,None,0.879,2416.0,0.327,0.211,0.935,1
FARM-828,Laxman Naidu,Rajkot,Gujarat,22.2446,71.3232,Wheat,4.28,48.7,31.0,26.4,78.2,50.9,0.575,0.166,0.284,4.11,4.03,0.545,Rabi,Good,0.605,2413.0,0.636,0.564,0.6507,1
FARM-829,Dinesh Singh,Sirsa,Haryana,29.3958,75.0107,Rice,2.81,52.7,16.6,26.3,42.2,61.9,0.276,0.118,0.334,4.57,4.38,0.702,Kharif,None,0.38,2253.0,0.126,0.412,0.8326,1
FARM-830,Lakshmi Jadhav,Amritsar,Punjab,31.9074,74.9519,Wheat,2.85,71.1,35.8,23.8,31.5,59.9,0.282,0.303,0.449,4.43,4.48,0.507,Rabi,Good,0.269,2319.0,0.244,0.718,0.1371,0
FARM-831,Kishan Sharma,Muzaffarpur,Bihar,26.3117,85.649,Maize,3.26,60.8,30.3,27.1,115.1,76.1,0.518,0.355,0.388,3.26,3.07,0.53,Kharif,None,0.889,2051.0,0.23,0.314,0.8427,1
FARM-832,Mahesh Kumar,Sri Ganganagar,Rajasthan,29.9167,73.7209,Maize,1.54,24.5,13.8,28.2,10.5,28.3,0.444,0.209,0.148,3.27,3.57,0.364,Kharif,None,0.604,2213.0,0.45,0.164,0.99,1
FARM-833,Geeta Kumar,Jodhpur,Rajasthan,26.4725,72.8681,Pulses,2.53,56.5,30.9,21.5,47.0,45.8,0.366,0.368,0.438,1.27,1.3,0.534,Rabi,Partial,0.515,7112.0,0.282,0.379,0.5261,0
FARM-834,Sunil Kaur,Guntur,Andhra Pradesh,16.533,80.7861,Cotton,4.27,64.8,30.4,29.8,75.2,82.1,0.48,0.295,0.77,2.08,2.18,0.633,Kharif,Partial,0.502,5499.0,0.115,0.57,0.5608,1
FARM-835,Laxman Das,Gwalior,Madhya Pradesh,26.0264,78.0457,Maize,1.1,48.8,30.5,22.8,101.5,40.1,0.2,0.289,0.45,3.09,3.27,0.572,Kharif,None,0.225,2136.0,0.536,0.407,0.3934,0
FARM-836,Harpreet Choudhary,Solapur,Maharashtra,17.2394,76.1142,Sugarcane,3.49,76.3,25.6,26.8,53.7,43.4,0.544,0.33,0.234,56.07,55.91,0.731,Annual,None,0.719,374.0,0.161,0.383,0.8902,1
FARM-837,Ramesh Jat,Khammam,Telangana,17.5283,80.6698,Cotton,5.87,39.6,32.5,24.7,45.7,58.0,0.433,0.156,0.675,1.51,1.59,0.28,Kharif,Good,0.583,6888.0,0.068,0.623,0.3651,0
FARM-838,Kamla Patil,Dharwad,Karnataka,15.6058,74.9495,Cotton,4.81,74.7,38.4,27.2,107.9,60.6,0.484,0.41,0.628,1.55,1.64,0.344,Kharif,Good,0.313,6591.0,0.188,0.752,0.0816,1
FARM-839,Shanti Kaur,Darbhanga,Bihar,25.8738,85.7833,Wheat,4.37,76.8,27.0,26.4,41.9,67.6,0.462,0.413,0.265,5.01,4.69,0.512,Rabi,Good,0.626,2132.0,0.624,0.642,0.382,0
FARM-840,Harpreet Das,Sirsa,Haryana,29.6477,74.7789,Sugarcane,1.53,76.8,39.5,27.0,25.0,51.3,0.253,0.379,0.247,73.66,72.46,0.233,Annual,Good,0.604,365.0,0.094,0.686,0.01,0
FARM-841,Sanjay Rao,Bhopal,Madhya Pradesh,23.5562,77.4252,Maize,2.68,63.9,44.5,25.6,94.7,70.8,0.11,0.142,0.424,3.03,3.43,0.477,Kharif,Partial,0.44,2289.0,0.38,0.53,0.0607,0
FARM-842,Laxman Rathore,Warangal,Telangana,18.433,79.5321,Cotton,1.2,48.9,39.6,28.3,182.7,41.6,0.701,0.299,0.752,2.18,2.09,0.242,Kharif,Partial,0.313,7070.0,0.75,0.526,0.6824,1
FARM-843,Suresh Deshmukh,Salem,Tamil Nadu,11.4892,78.0869,Maize,3.28,67.8,13.8,31.7,51.1,59.2,0.527,0.412,0.587,2.71,2.81,0.39,Kharif,None,0.244,2093.0,0.223,0.329,0.7439,1
FARM-844,Gurpreet Rathore,Mysuru,Karnataka,12.551,76.9618,Sugarcane,1.26,59.8,37.2,25.8,104.6,60.2,0.6,0.429,0.34,57.35,60.8,0.29,Annual,Partial,0.509,369.0,0.484,0.382,0.7532,1
FARM-845,Kavita Naidu,Mysuru,Karnataka,12.1587,76.69,Sugarcane,2.02,72.5,26.9,30.0,16.1,59.5,0.456,0.379,0.434,85.3,83.02,0.238,Annual,Good,0.183,327.0,0.319,0.7,0.1499,0
FARM-846,Rekha Rao,Sirsa,Haryana,29.3857,75.2327,Rice,0.5,76.8,13.3,26.4,18.0,44.8,0.526,0.17,0.469,4.43,4.48,0.588,Kharif,Partial,0.438,2305.0,0.448,0.59,0.8654,1
FARM-847,Meena Ghosh,Bhopal,Madhya Pradesh,23.2245,77.3062,Wheat,4.76,60.9,36.4,22.3,105.9,60.5,0.399,0.213,0.193,3.88,3.75,0.458,Rabi,Good,0.647,2374.0,0.306,0.621,0.1841,0
FARM-848,Suresh Kumar,Varanasi,Uttar Pradesh,25.212,82.9116,Sugarcane,3.78,63.7,37.2,31.1,90.7,61.7,0.523,0.358,0.511,80.07,86.59,0.532,Annual,Good,0.341,344.0,0.66,0.661,0.4624,1
FARM-849,Raju Chauhan,Bikaner,Rajasthan,28.2312,73.1374,Pulses,2.22,49.6,9.7,25.7,38.8,43.0,0.827,0.076,0.461,0.33,0.32,0.412,Rabi,None,0.681,6074.0,0.259,0.404,0.9731,1
FARM-850,Narayan Patel,Jodhpur,Rajasthan,26.1899,72.775,Mustard,2.12,40.3,16.8,28.5,23.0,38.9,0.607,0.076,0.242,2.19,2.07,0.467,Rabi,Partial,0.615,5736.0,0.184,0.458,0.6125,1
FARM-851,Manoj Yadav,Mandya,Karnataka,12.6125,76.9811,Sugarcane,1.5,54.0,34.9,20.5,74.6,57.0,0.301,0.367,0.325,71.79,72.13,0.273,Annual,Good,0.625,353.0,0.417,0.556,0.3481,0
FARM-852,Meena Choudhary,Warangal,Telangana,17.7276,79.6947,Cotton,6.93,61.7,33.3,24.5,98.5,52.4,0.37,0.25,0.59,2.88,3.22,0.604,Kharif,None,0.513,6696.0,0.218,0.348,0.6149,0
FARM-853,Pushpa Singh,Nizamabad,Telangana,18.896,78.3285,Cotton,2.96,81.8,29.6,28.3,178.4,47.6,0.569,0.317,0.513,1.68,1.87,0.46,Kharif,None,0.344,6578.0,0.221,0.54,0.2737,0
FARM-854,Raju Jat,Coimbatore,Tamil Nadu,10.8618,76.9699,Rice,1.2,38.4,65.9,31.0,246.7,73.2,0.391,0.356,0.404,5.51,5.72,0.177,Kharif,Good,0.291,2173.0,0.475,0.628,0.0993,0
FARM-855,Prakash Kumar,Muzaffarpur,Bihar,26.0924,85.5956,Wheat,2.5,67.9,20.7,25.9,110.0,78.4,0.283,0.439,0.291,5.37,5.34,0.384,Rabi,None,0.253,2175.0,0.119,0.526,0.0828,0
FARM-856,Gurpreet Singh,Warangal,Telangana,18.3533,79.5262,Maize,3.15,39.6,20.8,28.4,66.0,70.0,0.549,0.313,0.565,2.78,2.77,0.606,Kharif,None,0.375,2294.0,0.159,0.442,0.8483,1
FARM-857,Anil Naidu,Rohtak,Haryana,28.7349,76.685,Wheat,5.96,61.9,37.5,25.3,41.8,46.6,0.544,0.177,0.137,3.72,3.62,0.175,Rabi,Good,0.13,2048.0,0.205,0.699,0.01,0
FARM-858,Mahesh Meena,Madurai,Tamil Nadu,10.0812,78.2085,Rice,4.61,79.9,31.7,27.1,110.7,76.5,0.573,0.313,0.302,4.97,5.29,0.414,Kharif,Partial,0.308,2328.0,0.187,0.536,0.2309,0
FARM-859,Sohan Reddy,Hisar,Haryana,28.7856,75.7401,Sugarcane,6.99,70.7,42.4,23.6,75.7,59.1,0.332,0.004,0.399,67.6,66.81,0.099,Annual,Good,0.138,387.0,0.019,0.609,0.01,0
FARM-860,Prakash Das,Surat,Gujarat,21.1656,72.6863,Cotton,1.29,77.2,24.6,25.5,62.9,56.1,0.43,0.197,0.482,1.49,1.53,0.232,Kharif,Good,0.359,6401.0,0.535,0.66,0.1006,0
FARM-861,Ganesh Ghosh,Anantapur,Andhra Pradesh,14.4204,77.6328,Pulses,4.81,54.3,36.7,27.4,42.4,59.7,0.27,0.497,0.415,1.22,1.24,0.423,Rabi,Good,0.568,6837.0,0.147,0.517,0.3127,1
FARM-862,Meena Kumar,Jabalpur,Madhya Pradesh,23.324,80.2396,Wheat,1.85,58.4,29.7,27.7,76.2,62.6,0.59,0.124,0.11,4.28,4.46,0.308,Rabi,Good,0.32,2478.0,0.534,0.567,0.1173,0
FARM-863,Babu Verma,Solapur,Maharashtra,17.4354,76.1327,Sugarcane,1.31,41.7,23.8,25.9,41.3,43.7,0.546,0.354,0.361,67.57,72.56,0.323,Annual,Good,0.408,345.0,0.151,0.563,0.4267,0
FARM-864,Ganesh Rathore,Murshidabad,West Bengal,24.1499,88.429,Rice,1.15,52.3,65.0,31.0,294.1,79.6,0.405,0.439,0.428,3.39,3.38,0.868,Kharif,Good,0.529,2406.0,0.435,0.504,0.613,1
FARM-865,Suresh Yadav,Belagavi,Karnataka,15.9201,74.575,Rice,1.17,76.7,33.4,24.6,40.7,56.1,0.413,0.398,0.325,5.12,5.57,0.264,Kharif,Good,0.297,2113.0,0.691,0.75,0.1737,0
FARM-866,Suresh Patil,Gaya,Bihar,25.0079,85.0823,Pulses,1.06,48.4,33.3,24.9,95.4,66.6,0.417,0.408,0.434,0.69,0.7,0.343,Rabi,Good,0.542,7234.0,0.436,0.678,0.3623,1
FARM-867,Raju Jadhav,Krishna,Andhra Pradesh,16.3888,80.9805,Rice,3.82,70.2,10.7,25.2,120.4,71.6,0.492,0.341,0.271,3.95,3.8,0.325,Kharif,None,0.74,2217.0,0.17,0.318,0.7055,0
FARM-868,Ganesh Jadhav,Guntur,Andhra Pradesh,16.2393,80.5411,Pulses,6.76,50.0,28.9,25.9,115.4,63.6,0.448,0.322,0.434,0.88,0.8,0.722,Rabi,None,0.753,7734.0,0.131,0.392,0.8568,1
FARM-869,Rajinder Kumar,Nadia,West Bengal,23.1115,88.5019,Rice,3.37,68.8,33.3,30.8,144.1,73.8,0.26,0.399,0.249,4.9,4.63,0.242,Kharif,Partial,0.307,2215.0,0.354,0.611,0.0849,0
FARM-870,Manoj Kumar,Raichur,Karnataka,16.1007,77.451,Sugarcane,2.9,45.7,28.3,29.4,39.1,69.7,0.391,0.413,0.549,79.56,91.91,0.431,Annual,Partial,0.248,372.0,0.146,0.437,0.7436,0
FARM-871,Meena Chauhan,Ahmedabad,Gujarat,23.2003,72.3595,Wheat,5.35,52.1,40.9,27.5,77.5,58.4,0.483,0.293,0.277,3.95,4.03,0.508,Rabi,Good,0.332,2122.0,0.166,0.678,0.0372,0
FARM-872,Anil Ghosh,Karnal,Haryana,30.12,77.128,Rice,4.37,73.7,39.4,26.1,62.0,56.4,0.177,0.03,0.345,4.6,4.54,0.653,Kharif,Good,0.346,2571.0,0.334,0.662,0.1002,0
FARM-873,Kishan Ghosh,Amritsar,Punjab,31.3713,74.8871,Wheat,3.77,87.8,26.2,21.1,49.6,42.1,0.169,0.202,0.362,5.69,5.61,0.367,Rabi,Good,0.431,2124.0,0.36,0.74,0.01,0
FARM-874,Sanjay Jadhav,Rajkot,Gujarat,22.2571,71.0804,Wheat,3.53,40.4,28.8,31.1,51.6,46.8,0.729,0.252,0.458,4.29,4.38,0.715,Rabi,Partial,0.554,2083.0,0.458,0.461,0.9429,1
FARM-875,Kishan Kaur,Nagpur,Maharashtra,21.1359,78.7371,Cotton,1.5,64.2,26.8,33.2,73.7,53.7,0.41,0.267,0.338,1.45,1.52,0.294,Kharif,None,0.073,6178.0,0.104,0.445,0.1793,0
FARM-876,Ramesh Jadhav,Anantapur,Andhra Pradesh,14.4275,77.7686,Pulses,3.79,65.3,16.6,30.9,64.7,56.1,0.577,0.427,0.466,1.15,1.27,0.351,Rabi,None,0.17,6310.0,0.316,0.469,0.4952,0
FARM-877,Mohan Naidu,Hisar,Haryana,29.2106,75.5059,Wheat,12.26,63.7,34.3,24.7,55.2,56.1,0.315,0.264,0.399,5.27,5.35,0.433,Rabi,Good,0.208,2475.0,0.322,0.702,0.0651,0
FARM-878,Anita Reddy,Mandya,Karnataka,12.423,76.8723,Sugarcane,1.05,67.7,14.5,27.2,67.8,62.5,0.609,0.162,0.249,84.39,84.85,0.441,Annual,None,0.705,242.0,0.355,0.277,0.99,1
FARM-879,Narayan Kumar,Darbhanga,Bihar,25.7688,86.2515,Wheat,2.83,55.1,36.9,25.8,99.6,83.6,0.498,0.702,0.363,4.12,4.27,0.354,Rabi,Partial,0.608,2172.0,0.238,0.533,0.6198,0
FARM-880,Lakshmi Singh,Hisar,Haryana,29.1937,75.6051,Mustard,1.99,49.1,37.9,26.9,60.3,55.1,0.218,0.293,0.196,1.32,1.44,0.288,Rabi,Good,0.345,6174.0,0.123,0.623,0.01,0
FARM-881,Rajinder Verma,Nalgonda,Telangana,16.9784,79.0811,Maize,1.92,55.1,34.1,28.7,68.9,54.8,0.619,0.189,0.341,2.32,2.39,0.59,Kharif,Good,0.208,1914.0,0.276,0.682,0.1601,0
FARM-882,Ramesh Jat,Ujjain,Madhya Pradesh,23.2487,75.523,Wheat,3.0,53.5,35.0,25.7,113.6,71.9,0.571,0.445,0.403,4.22,4.27,0.423,Rabi,Partial,0.626,2264.0,0.234,0.376,0.6279,0
FARM-883,Prakash Sharma,Sirsa,Haryana,29.9562,75.0209,Rice,0.44,77.9,26.9,26.5,50.8,70.8,0.447,0.142,0.533,3.88,4.17,0.203,Kharif,Partial,0.163,2231.0,0.452,0.656,0.2033,0
FARM-884,Sohan Naidu,Ujjain,Madhya Pradesh,22.9305,76.1565,Wheat,1.67,47.5,34.3,28.1,43.4,63.6,0.431,0.322,0.393,5.54,5.48,0.495,Rabi,Partial,0.23,2300.0,0.481,0.566,0.4903,1
FARM-885,Rajinder Yadav,Salem,Tamil Nadu,12.0639,77.7555,Maize,2.44,57.5,42.2,29.6,75.6,71.3,0.335,0.258,0.237,2.71,2.65,0.773,Kharif,Good,0.731,2028.0,0.59,0.598,0.4853,0
FARM-886,Rajinder Jat,Warangal,Telangana,17.8737,79.4121,Rice,1.36,40.0,20.0,30.8,74.5,42.6,0.423,0.214,0.225,2.84,3.16,0.601,Kharif,None,0.323,2220.0,0.322,0.329,0.8583,0
FARM-887,Radha Singh,Hooghly,West Bengal,22.7962,88.3947,Pulses,1.55,81.9,55.8,27.0,248.9,80.2,0.223,0.583,0.541,1.16,1.07,0.422,Rabi,Partial,0.642,6224.0,0.208,0.633,0.0517,0
FARM-888,Dinesh Choudhary,Patna,Bihar,25.3826,84.9672,Pulses,4.57,54.9,42.3,23.5,98.1,74.5,0.341,0.588,0.669,1.66,1.66,0.818,Rabi,Partial,0.249,6804.0,0.374,0.452,0.6079,1
FARM-889,Pushpa Naidu,Sirsa,Haryana,29.6969,74.8999,Wheat,1.9,93.6,18.0,24.0,63.4,47.7,0.575,0.182,0.359,4.42,4.59,0.332,Rabi,None,0.576,2390.0,0.185,0.386,0.3671,0
FARM-890,Lakshmi Rathore,Rohtak,Haryana,28.6647,76.6065,Wheat,1.18,70.0,39.1,26.8,52.3,40.0,0.376,0.18,0.278,5.21,5.67,0.655,Rabi,Good,0.423,2254.0,0.263,0.573,0.0649,0
FARM-891,Manoj Patel,Rohtak,Haryana,28.6147,76.6184,Sugarcane,1.93,63.5,45.7,22.7,39.2,50.3,0.126,0.239,0.403,81.41,80.28,0.306,Annual,Good,0.271,352.0,0.473,0.7,0.1428,0
FARM-892,Kavita Patil,Aurangabad,Maharashtra,19.7447,75.7566,Cotton,4.1,70.4,11.4,28.2,57.0,45.2,0.691,0.364,0.783,1.91,2.1,0.841,Kharif,None,0.775,6353.0,0.244,0.388,0.99,1
FARM-893,Anita Kumar,Patiala,Punjab,30.3194,76.1108,Wheat,4.81,87.2,39.5,24.1,29.7,49.8,0.0,0.274,0.227,4.67,4.9,0.545,Rabi,Good,0.395,2537.0,0.144,0.686,0.0338,0
FARM-894,Vijay Yadav,Ujjain,Madhya Pradesh,23.1509,75.8486,Maize,3.43,55.3,21.9,24.7,70.4,56.1,0.535,0.36,0.589,2.66,2.77,0.389,Kharif,None,0.284,2206.0,0.211,0.403,0.5889,0
FARM-895,Pushpa Rathore,Kota,Rajasthan,25.0628,75.9921,Mustard,1.65,39.7,36.0,27.3,55.9,36.2,0.693,0.303,0.328,1.12,1.21,0.402,Rabi,Good,0.32,6110.0,0.177,0.541,0.2761,0
FARM-896,Ramesh Gowda,Nagpur,Maharashtra,21.0142,78.9642,Rice,2.31,48.8,15.2,28.0,11.2,46.3,0.328,0.039,0.272,4.74,4.56,0.349,Kharif,None,0.158,2154.0,0.334,0.413,0.8964,1
FARM-897,Laxman Patil,Krishna,Andhra Pradesh,16.5642,81.0889,Maize,2.99,64.7,11.2,30.7,37.4,56.8,0.643,0.419,0.264,4.12,4.3,0.43,Kharif,None,0.395,2201.0,0.255,0.492,0.7789,1
FARM-898,Geeta Sharma,Darbhanga,Bihar,26.351,85.8987,Maize,1.18,68.4,46.9,25.3,134.5,73.1,0.545,0.4,0.482,3.74,3.68,0.446,Kharif,Good,0.604,2079.0,0.415,0.649,0.3597,1
FARM-899,Lakshmi Pillai,Gorakhpur,Uttar Pradesh,26.9329,83.5452,Wheat,3.12,76.0,34.1,23.5,32.0,47.7,0.06,0.506,0.044,4.99,5.03,0.553,Rabi,Partial,0.352,2323.0,0.209,0.563,0.0708,0
FARM-900,Kamla Meena,Nadia,West Bengal,23.5402,88.1118,Pulses,1.06,76.1,59.5,26.8,198.4,79.9,0.029,0.497,0.672,0.33,0.36,0.165,Rabi,Good,0.322,6423.0,0.127,0.68,0.0797,0
FARM-901,Suresh Sharma,Madurai,Tamil Nadu,10.018,78.2782,Sugarcane,3.26,56.4,13.8,30.9,42.1,69.7,0.333,0.158,0.106,62.5,62.31,0.38,Annual,None,0.342,305.0,0.197,0.422,0.6369,1
FARM-902,Dinesh Singh,Belagavi,Karnataka,15.9302,74.9871,Maize,5.6,40.5,33.0,22.2,66.4,81.8,0.299,0.147,0.663,3.71,3.87,0.364,Kharif,None,0.626,1994.0,0.408,0.295,0.7401,1
